Fruit,City,Market_Type,Quality,Season,Supply_Level,Demand_Level,Transport_Cost,Price_per_kg
Banana,Delhi,Retail,Premium,Monsoon,1.8481055928468835,0.7015498473094934,19.774270752538552,48.91
Orange,Mumbai,Mandi,Premium,Winter,1.9591205456323135,1.295123010332727,6.347679482595348,71.73
Orange,Chennai,Mandi,Premium,Summer,1.3423636049390515,1.0325132533182642,6.439638741128575,64.71
Papaya,Kolkata,Retail,Average,Winter,0.5772000577639536,1.1217236716645071,7.148489758741525,77.66
Pineapple,Lucknow,Retail,Average,Winter,0.70010972191732,0.9606543032845465,6.290956100477665,67.55
Orange,Jaipur,Retail,Premium,Summer,1.076018488278938,0.7823094461988043,21.323074477650568,90.44
Pomegranate,Kolkata,Retail,Premium,Spring,1.1509608847293555,0.8807660325101218,11.992010076120334,195.6
Orange,Ahmedabad,Retail,Premium,Monsoon,1.3112269667836423,1.4373633804436108,5.558716089147668,98.14
Pomegranate,Jaipur,Wholesale,Premium,Spring,1.804443789123358,1.0649865188540066,14.259031992772957,94.42
Mango,Pune,Wholesale,Premium,Summer,0.9653696370314158,0.7635389597060611,13.900842150204799,76.92
Apple,Pune,Mandi,Average,Summer,1.6045187940339902,1.2134016617052397,20.178420758125327,103.28
Mango,Mumbai,Mandi,Good,Spring,1.0905053434636276,1.4991380067706663,10.996040674582211,154.18
Mango,Hyderabad,Wholesale,Good,Monsoon,1.5397805056810916,1.1491592138488036,12.339527467929,76.25
Banana,Jaipur,Wholesale,Premium,Winter,0.7597051869107487,1.1067332410860136,16.718084712550876,75.3
Apple,Bangalore,Retail,Average,Winter,1.4670528482177656,1.1301010577442896,18.095807073727613,102.19
Mango,Hyderabad,Retail,Good,Summer,1.7876153808244313,0.9360299183850233,23.65815966086071,62.62
Orange,Pune,Mandi,Average,Summer,0.7920555234292884,1.4856604079739668,13.749164545943412,106.99
Mango,Bangalore,Mandi,Premium,Winter,1.951278781707861,1.4860482895411762,13.996465514359045,107.63
Pomegranate,Jaipur,Mandi,Good,Winter,0.802371629360053,0.9379301093410459,7.201651183867483,182.8
Mango,Hyderabad,Mandi,Average,Monsoon,1.9499749950231688,1.0122230911908419,18.597699302098675,46.69
Pomegranate,Kolkata,Retail,Average,Summer,0.8800008809614472,0.9242319607843124,22.703310645118723,175.28
Apple,Jaipur,Retail,Average,Monsoon,0.5190308813493032,0.9957327819953474,10.145295722420933,265.45
Pineapple,Mumbai,Mandi,Premium,Monsoon,1.5460752861314702,0.9720074135263242,6.297584361878769,53.72
Papaya,Chennai,Mandi,Premium,Summer,0.8282973246431233,0.8481017204585743,22.198844744837718,68.03
Grapes,Bangalore,Wholesale,Premium,Winter,0.7773876150637533,0.72723950524285,11.426308320526426,132.35
Pineapple,Ahmedabad,Retail,Premium,Summer,0.8459296538804081,1.4129416633293717,9.094408128347375,118.76
Pineapple,Mumbai,Mandi,Average,Spring,1.4532339549099045,1.0291973747756218,5.972026815889904,40.17
Grapes,Pune,Wholesale,Average,Winter,0.5298305269316477,0.7848307846790498,21.679810515388855,125.91
Grapes,Mumbai,Mandi,Premium,Monsoon,1.930176434505791,0.8295659987515261,19.880853636000023,90.12
Banana,Hyderabad,Mandi,Average,Spring,1.1154658924442924,0.7087140275922605,20.858337935416564,47.2
Mango,Pune,Mandi,Average,Spring,1.5605261506917365,0.7971698096784425,16.583932268153987,46.5
Papaya,Lucknow,Mandi,Average,Summer,1.0626615549774736,1.2997713386294385,9.65809114431032,46.55
Mango,Ahmedabad,Mandi,Good,Spring,1.7390707798058693,0.847116818020011,20.03131974086895,60.16
Orange,Jaipur,Mandi,Premium,Spring,1.0920157401093193,1.2870469711537924,14.957934051657427,109.61
Apple,Delhi,Mandi,Average,Winter,1.606214707848483,1.413388368846235,9.09337895187895,88.38
Mango,Lucknow,Mandi,Premium,Monsoon,1.5674186042716562,1.230723476194088,24.25731139562895,90.1
Orange,Pune,Wholesale,Average,Summer,1.232844576748069,1.1403275545427887,18.88849899047297,56.24
Pineapple,Bangalore,Mandi,Good,Winter,0.6464423594127866,1.2155618913317918,8.614806130784432,107.67
Guava,Chennai,Wholesale,Premium,Spring,1.1121023045538962,1.4165608815292146,11.48901307292679,74.77
Mango,Jaipur,Retail,Average,Winter,1.6488197236756699,1.4423292720771324,24.001352462397293,80.73
Pineapple,Bangalore,Mandi,Good,Spring,1.8751718371716668,0.9594177239444903,15.617195506544084,47.74
Apple,Lucknow,Mandi,Good,Winter,0.8285525497760053,0.7641146842668354,19.17308809478771,140.99
Banana,Ahmedabad,Mandi,Good,Spring,0.8985046337846624,1.4954951810934352,9.71093347527329,73.17
Papaya,Pune,Retail,Good,Monsoon,1.8134270299110387,0.9721136165982056,8.940317592300387,33.41
Grapes,Hyderabad,Retail,Average,Spring,1.1838025574029016,1.1461961123543167,18.724500063719873,97.64
Apple,Delhi,Retail,Average,Winter,1.9624618439043655,1.2318375928243666,14.048537729334111,93.09
Orange,Chennai,Mandi,Average,Winter,1.0421662314875033,1.0914648641459426,24.18093343468492,66.64
Grapes,Bangalore,Retail,Average,Winter,1.827885121697965,0.7636028665649104,13.52088206928524,59.05
Watermelon,Jaipur,Wholesale,Premium,Monsoon,0.8321711628652336,1.0122505700411883,15.319681724187262,45.9
Watermelon,Jaipur,Mandi,Average,Spring,0.9503732703742078,1.2481428625441757,21.11033257366125,48.77
Pomegranate,Pune,Wholesale,Premium,Winter,1.2521047492453563,1.198406068499626,7.7499910831484815,153.19
Orange,Lucknow,Mandi,Average,Summer,1.3803196876951385,0.947698314340925,18.70790491819077,49.08
Orange,Bangalore,Mandi,Average,Spring,1.7170905685166165,1.3653227900881562,11.594449176553352,60.58
Banana,Jaipur,Mandi,Average,Spring,0.7382587215593703,1.4580501119680471,21.485094439300155,93.56
Banana,Pune,Wholesale,Premium,Spring,1.18311217097193,1.2589824548474797,6.357694237313975,53.5
Grapes,Chennai,Mandi,Average,Spring,0.7961430626008563,1.1819186545556453,13.973052146726179,136.31
Pomegranate,Jaipur,Wholesale,Average,Spring,1.146178202793151,1.234850020449688,11.16515979009651,110.06
Guava,Mumbai,Retail,Premium,Monsoon,1.536635279742748,1.4452157020775342,7.35866389790349,103.37
Orange,Ahmedabad,Retail,Good,Winter,0.5111020092442224,1.1011349670783204,8.224305975193861,151.62
Watermelon,Ahmedabad,Retail,Premium,Summer,0.994729458018367,0.7192893399431992,14.977732704862541,39.47
Guava,Ahmedabad,Mandi,Average,Monsoon,1.5481654210426972,1.2719055547914178,20.239252015913728,52.7
Grapes,Lucknow,Retail,Average,Summer,1.6720798545855506,0.7314269457814323,11.166022077364168,50.0
Papaya,Hyderabad,Wholesale,Premium,Winter,0.5587182704135247,0.7292526223272867,20.184268304214363,69.9
Pomegranate,Pune,Wholesale,Premium,Spring,1.627232836056434,1.4683452634524652,13.62169851483798,141.71
Grapes,Lucknow,Mandi,Premium,Monsoon,1.4744072141521218,1.0501791670298863,24.00207511103077,107.42
Papaya,Hyderabad,Mandi,Premium,Summer,0.5618130436123194,1.2405909317228334,9.292894279795114,104.28
Apple,Lucknow,Wholesale,Average,Summer,0.9623540763949128,1.4905981859167274,17.102895708905873,145.86
Mango,Kolkata,Wholesale,Average,Spring,1.482588526010874,0.8553944971470062,12.124058610194197,47.23
Papaya,Kolkata,Wholesale,Average,Spring,0.5895849334579164,0.7886271292764229,21.269091431569024,47.6
Papaya,Jaipur,Retail,Average,Summer,1.5282920225162546,1.0740567698019339,6.114137913868483,35.09
Pomegranate,Kolkata,Wholesale,Average,Summer,1.3820630068151416,1.327882826429793,5.23504519195969,89.39
Orange,Chennai,Wholesale,Good,Spring,0.8426900676487118,0.8629874728798225,13.396508901194037,63.21
Papaya,Ahmedabad,Mandi,Premium,Spring,0.8115732825870372,1.4700229652692443,24.14649697054408,97.92
Apple,Kolkata,Wholesale,Good,Monsoon,0.743729238333136,1.465182257044492,19.105632079420527,193.36
Banana,Delhi,Wholesale,Good,Winter,1.0628621103353728,1.0086886506732815,8.89918992067021,43.62
Watermelon,Chennai,Retail,Good,Summer,1.5149171722446253,1.3542795628826816,15.274530508865903,40.32
Apple,Kolkata,Mandi,Premium,Winter,0.5927043051185521,1.2910993816370984,19.999254434400537,320.38
Pineapple,Kolkata,Wholesale,Average,Winter,1.2375636041539346,1.2739817341536634,15.33211126070399,41.51
Grapes,Chennai,Wholesale,Average,Winter,0.763051703810566,0.9070642480554243,19.974877033289665,100.48
Papaya,Jaipur,Mandi,Average,Spring,1.3863753860381427,1.4151813394447696,7.325363025325304,32.67
Pineapple,Hyderabad,Wholesale,Average,Monsoon,0.8979348166233768,1.0612225719032695,20.381941851706074,49.86
Apple,Jaipur,Wholesale,Good,Spring,0.8604670266788497,1.191045120940347,17.42594068433578,145.01
Apple,Hyderabad,Retail,Good,Winter,0.5025575472533976,1.2090926481333137,19.977625593318685,327.65
Guava,Pune,Retail,Premium,Spring,0.8870288940871498,0.9805088651827263,23.317491346418983,109.71
Guava,Bangalore,Retail,Premium,Monsoon,1.255588719540382,0.9177646793995309,6.446340297187037,74.0
Watermelon,Hyderabad,Mandi,Premium,Monsoon,0.912093620362422,1.1257490342629297,6.330167909331637,48.25
Watermelon,Chennai,Mandi,Good,Summer,0.6358245342256281,1.4434804195901936,14.389370300197712,73.31
Banana,Bangalore,Wholesale,Average,Winter,1.5691291327905437,0.7340347879439206,7.581067730188122,22.25
Guava,Bangalore,Retail,Premium,Summer,0.7338356561827091,0.8842451547277248,14.860972925741136,118.26
Banana,Chennai,Wholesale,Good,Winter,1.9678816337746732,1.3230587594686491,5.401341908139335,26.49
Apple,Mumbai,Mandi,Premium,Spring,1.2784607839165814,1.0091586995634758,14.37380134458282,163.52
Mango,Delhi,Mandi,Average,Spring,1.4593608099981217,1.0567018735318743,6.628817346438658,61.13
Mango,Kolkata,Retail,Premium,Monsoon,1.1440141059494835,0.7730893898471014,24.247435086067636,110.73
Banana,Mumbai,Retail,Average,Monsoon,1.9291199014888076,1.3340297808914587,7.981957889387898,44.07
Papaya,Bangalore,Mandi,Average,Spring,1.3290435331441781,1.3995510281285952,19.50115000544588,53.8
Watermelon,Jaipur,Mandi,Average,Winter,0.7534720538332675,1.3862188767752912,23.61930230033088,62.44
Mango,Hyderabad,Wholesale,Good,Monsoon,1.2593044958991624,0.7491933369623276,8.084015424186424,42.43
Mango,Chennai,Retail,Average,Summer,0.9151213465602888,1.455409490773702,6.7160592445204825,112.02
Orange,Chennai,Mandi,Average,Spring,1.0053041252687973,0.9789778790402284,8.978568273305598,64.62
Pomegranate,Bangalore,Retail,Good,Spring,1.730963820947434,1.2101314276715653,18.090289334842346,182.73
Pineapple,Mumbai,Mandi,Premium,Summer,1.6875213152856983,1.1339726636442777,13.057499705256415,59.6
Banana,Chennai,Mandi,Premium,Monsoon,1.9112468520170163,1.162466600291806,21.111846590556368,54.41
Guava,Ahmedabad,Mandi,Good,Spring,0.5708544105345708,0.7424563083513959,20.251036188894137,84.79
Orange,Lucknow,Retail,Good,Winter,0.5895768261797873,1.208322707123687,11.353200149142967,168.24
Grapes,Pune,Retail,Premium,Summer,1.2953535390888369,0.8717180390161584,6.883849141662743,119.7
Apple,Chennai,Retail,Good,Spring,1.0503277274562333,1.1867100622480264,22.39973415289173,173.39
Banana,Mumbai,Mandi,Good,Winter,1.4900194913126905,1.1370384559031046,13.604001934853152,49.59
Mango,Lucknow,Wholesale,Good,Summer,1.55386485494633,0.7479297407047046,18.408195532022372,40.0
Grapes,Chennai,Mandi,Average,Monsoon,0.5540616128978013,1.4832432058134342,6.17281401652898,231.48
Grapes,Kolkata,Mandi,Good,Summer,1.6555041825452337,1.0521475844935486,18.403453841178695,83.74
Grapes,Hyderabad,Mandi,Average,Summer,0.779760024178664,1.4827473791912316,19.345217029532616,160.6
Orange,Lucknow,Retail,Good,Summer,1.5939811217489366,1.3653769003945486,9.230131759547248,73.63
Papaya,Hyderabad,Wholesale,Average,Summer,1.8692617384337835,0.9384632590105558,16.10361199287287,27.11
Guava,Kolkata,Retail,Premium,Summer,0.9887518438846481,0.7840224518241058,13.606989958608548,79.75
Guava,Jaipur,Mandi,Good,Winter,1.9203281665619252,1.359343348275155,19.11250440488503,63.15
Papaya,Hyderabad,Wholesale,Average,Winter,0.7061148053509878,1.0513835817353507,7.9307310157814666,37.78
Pineapple,Ahmedabad,Mandi,Premium,Monsoon,0.7036515583426138,1.3421117568620322,17.200566269506282,134.45
Apple,Ahmedabad,Retail,Average,Winter,1.6532929330385544,0.7634129421465389,18.13060872376372,75.83
Pomegranate,Jaipur,Mandi,Premium,Monsoon,0.8198064241414236,1.1920746926995212,13.950929628284477,303.12
Pineapple,Ahmedabad,Mandi,Good,Summer,1.5166687682303595,1.4212086057073388,7.707350410060048,52.32
Papaya,Ahmedabad,Wholesale,Good,Monsoon,1.7050663571568818,1.0515934931825113,7.941719845407738,25.96
Papaya,Ahmedabad,Retail,Average,Monsoon,1.6065266560006592,1.0294798338658582,19.703222446935108,44.7
Watermelon,Hyderabad,Wholesale,Good,Monsoon,1.9109087906361168,0.9004038953015666,18.898427292797226,28.86
Pomegranate,Delhi,Wholesale,Average,Summer,1.0560532709220491,1.4006286247677635,21.860287096899253,197.34
Grapes,Hyderabad,Wholesale,Average,Monsoon,1.0635803519595795,1.4963575980759878,23.910602012197046,116.04
Apple,Ahmedabad,Retail,Good,Summer,1.762786044896482,1.460829913658419,16.20667249472885,141.38
Papaya,Mumbai,Wholesale,Average,Summer,1.5387762638802767,0.8742532154281659,22.854126281901696,35.9
Pineapple,Pune,Retail,Average,Spring,1.2370250608390632,1.1804085779393185,7.8455781737157775,52.31
Orange,Hyderabad,Retail,Premium,Summer,1.0001966426887343,1.3026721765982152,10.424744627122717,140.63
Pomegranate,Bangalore,Retail,Premium,Summer,1.9205536817555817,1.2465582805479976,9.227332876302263,206.48
Pineapple,Hyderabad,Retail,Good,Monsoon,0.8862710027009055,1.4349148478285627,16.27024168232546,108.31
Apple,Bangalore,Retail,Average,Summer,1.435460404656482,1.2816420476422106,20.835215046007683,157.41
Pineapple,Jaipur,Retail,Average,Spring,1.6526018339356003,1.0489439755344194,8.54105607300038,25.86
Apple,Hyderabad,Wholesale,Average,Monsoon,1.3795437567889681,1.3990030335950243,11.176378271776905,94.84
Pomegranate,Kolkata,Retail,Premium,Winter,0.5984760753785725,1.1249780671055412,7.722688078542344,486.5
Orange,Chennai,Retail,Good,Monsoon,0.9955220178607437,1.3799876283993668,6.869578418532538,114.67
Watermelon,Jaipur,Mandi,Average,Summer,0.5673800828632034,1.1453524651282474,21.697069810735034,59.53
Pineapple,Ahmedabad,Wholesale,Average,Spring,1.666423114037808,1.1288339599726607,7.357655688303044,26.56
Guava,Ahmedabad,Wholesale,Premium,Monsoon,0.5506822331517789,0.8259325475405869,7.302239316640686,83.47
Papaya,Jaipur,Retail,Average,Summer,1.4408353743619742,1.2118173768111715,16.705084524763656,43.15
Pineapple,Delhi,Wholesale,Premium,Spring,0.7316151617633977,0.7455479655498507,14.646322087726436,71.04
Orange,Delhi,Wholesale,Average,Monsoon,0.9717829293766741,0.9392095946336877,11.182076497839283,62.93
Watermelon,Jaipur,Mandi,Premium,Summer,1.3451480075143185,1.476736565595834,11.900659329301252,45.59
Apple,Hyderabad,Mandi,Average,Winter,0.6695189380204676,0.904028535709168,8.557412670684561,128.46
Watermelon,Delhi,Retail,Premium,Summer,1.708124675941497,1.2467536218200266,15.458180693372146,46.23
Mango,Lucknow,Mandi,Good,Summer,0.7383581523132448,1.2609484523535213,20.013147249434212,137.75
Pomegranate,Ahmedabad,Retail,Average,Summer,1.7636411630668332,1.3738890196530817,14.424495024165173,115.59
Watermelon,Jaipur,Mandi,Average,Monsoon,0.8024200163720234,1.0555145016233045,24.60973683894029,51.79
Guava,Pune,Retail,Good,Summer,0.9079356723654928,1.174768977961469,10.664981245547489,93.31
Guava,Delhi,Wholesale,Average,Summer,0.9891887471775106,1.465168045660735,14.319103956114727,74.26
Apple,Ahmedabad,Retail,Average,Spring,1.173145832640252,0.7970021697059124,16.18135455218475,111.56
Grapes,Mumbai,Wholesale,Good,Spring,1.3140835504073822,0.7078404215471767,14.396876404796945,67.91
Orange,Hyderabad,Wholesale,Average,Monsoon,1.6434489807228736,0.8785543677761469,13.834449824338588,30.0
Pineapple,Jaipur,Mandi,Good,Spring,0.6881871343114729,1.3703173397589707,7.277400052107296,105.66
Grapes,Chennai,Wholesale,Premium,Monsoon,1.6726360852626865,1.068329392020444,24.873412938397696,101.35
Mango,Mumbai,Wholesale,Premium,Summer,1.9458333021657326,1.1697617039014496,11.079038133234162,52.23
Mango,Jaipur,Retail,Premium,Summer,1.8046747454666152,0.8433522636412127,11.161519919793282,55.31
Guava,Pune,Wholesale,Premium,Winter,1.8058934505894266,0.8460789996228321,18.728246874823302,39.83
Pineapple,Bangalore,Retail,Good,Spring,0.7627606116783556,1.3909631230223245,20.406418680653566,146.59
Apple,Jaipur,Wholesale,Average,Winter,1.7321087171257852,1.072628458543978,9.467880601064138,60.0
Watermelon,Kolkata,Retail,Premium,Summer,1.9752804615841018,1.2358740069620893,22.276251144724377,49.54
Watermelon,Lucknow,Mandi,Good,Monsoon,1.3722840952473923,1.0893824385357305,11.42175518615069,34.38
Guava,Jaipur,Mandi,Good,Winter,1.0800388070083335,1.4076569651310138,22.07644749092453,81.46
Orange,Hyderabad,Mandi,Average,Summer,1.8802695233579496,0.7320035377789016,19.881730723262418,39.54
Grapes,Kolkata,Wholesale,Average,Summer,1.0142960869187936,0.97401431067319,9.45521335317294,71.29
Banana,Delhi,Retail,Premium,Spring,1.8391235067805274,0.9215918254279083,9.842893994785012,48.87
Guava,Ahmedabad,Wholesale,Good,Summer,1.327950082137353,1.4625398809552195,12.186024025302764,62.12
Mango,Lucknow,Wholesale,Average,Monsoon,1.2310315563179537,1.2075178075976676,7.073605807420584,69.09
Orange,Hyderabad,Mandi,Good,Spring,1.9746896149724211,0.8739945462560915,24.71807654246928,54.3
Pomegranate,Kolkata,Retail,Average,Summer,0.9168909680643713,1.1116428374128917,18.28724072952167,170.39
Pomegranate,Jaipur,Mandi,Premium,Winter,0.565627550010133,1.3853801554835623,9.395172481214848,450.39
Apple,Lucknow,Wholesale,Average,Monsoon,0.6428149297267935,1.4265859969342685,17.072560846989816,176.63
Guava,Lucknow,Wholesale,Good,Spring,1.588883655494008,0.7654551236517904,7.548310376031068,25.0
Watermelon,Jaipur,Mandi,Premium,Summer,1.2317044833032225,0.8891676608498845,17.456002769546195,40.09
Grapes,Lucknow,Wholesale,Good,Spring,0.5627948043982236,0.9443739620224004,10.628277229137817,133.57
Watermelon,Lucknow,Mandi,Premium,Spring,0.9636432330495639,1.102841720813588,16.17425905189043,54.28
Grapes,Jaipur,Wholesale,Good,Winter,1.7308395964823036,1.2799858073676773,22.423928744368148,67.98
Papaya,Pune,Mandi,Good,Summer,1.6970252528758643,1.1415735421831135,8.437328689878495,30.36
Mango,Mumbai,Retail,Average,Winter,1.4096397362074111,1.2771883275492395,6.7601050061140295,85.95
Mango,Mumbai,Mandi,Average,Summer,1.5191812160748785,0.8825229826072633,10.18745067048392,40.0
Watermelon,Mumbai,Mandi,Premium,Spring,1.1146683073654626,1.0706808749750956,6.4776700083918515,41.56
Guava,Bangalore,Wholesale,Premium,Winter,0.8884597774863491,1.0770039757176844,16.957105521336295,89.37
Guava,Lucknow,Retail,Premium,Winter,1.8736882348204804,0.8515836960764137,5.9684645283453825,41.27
Grapes,Kolkata,Mandi,Good,Winter,0.5911305943820301,1.1833535605949312,24.322326449855098,203.57
Grapes,Mumbai,Retail,Good,Monsoon,1.0169221890967033,0.9393893579896139,18.510778556342842,140.33
Apple,Jaipur,Mandi,Good,Monsoon,1.1865263381356652,1.4497559416949228,6.946036975958016,151.77
Pomegranate,Mumbai,Retail,Good,Monsoon,0.5432723452585069,0.9644486552683011,20.63316438790124,379.6
Watermelon,Bangalore,Retail,Average,Winter,0.5768346065433623,0.7938741651229514,24.051097734776473,59.21
Guava,Pune,Retail,Premium,Monsoon,0.8783780763608031,0.7898697856352324,15.994164407381897,88.11
Pomegranate,Ahmedabad,Retail,Premium,Winter,1.7691302926585504,0.7481207069923002,24.06001196599143,120.16
Pineapple,Pune,Wholesale,Premium,Spring,1.5818619124892888,1.056633320822405,24.9699001429454,53.72
Guava,Delhi,Mandi,Good,Summer,0.9284834515836718,0.9746534359048837,22.063532166792058,74.11
Pineapple,Pune,Mandi,Average,Winter,1.0126593005717488,0.8651471957838913,23.600973272830572,53.16
Pineapple,Lucknow,Retail,Premium,Winter,1.4297933942451546,1.1298533561864381,16.249412270573544,70.67
Orange,Chennai,Retail,Premium,Winter,1.6498836677913529,0.8044872380342096,11.203992792283424,60.03
Pineapple,Pune,Retail,Average,Spring,0.6187505007130432,1.1659649043756577,23.309572057394295,105.66
Grapes,Jaipur,Mandi,Premium,Winter,0.8221873973340066,0.8390396982667364,12.120254542979932,132.08
Pomegranate,Delhi,Wholesale,Premium,Summer,1.810569027358833,1.1179450504399997,22.68328350386966,146.69
Banana,Delhi,Mandi,Average,Monsoon,1.5013431526792573,0.7903070547934781,7.870393282845125,30.6
Guava,Delhi,Wholesale,Good,Winter,1.5708721125537588,1.2212387418783484,8.36492432055991,45.97
Orange,Delhi,Mandi,Average,Spring,1.3016922421127122,1.1228467699469453,21.880939307357284,59.06
Pineapple,Jaipur,Mandi,Premium,Monsoon,1.501164764272812,1.031276746194107,18.604841690338613,59.46
Pomegranate,Kolkata,Retail,Average,Spring,0.7366639966886679,0.7273716689661416,22.836455752355647,153.69
Grapes,Bangalore,Mandi,Premium,Monsoon,0.694596129088322,0.8414915799480063,7.64367860676193,192.87
Mango,Delhi,Mandi,Average,Spring,1.2239786274693152,1.009196792701378,15.521816755675225,73.42
Papaya,Hyderabad,Mandi,Premium,Spring,0.686359210795211,1.093961363889652,10.398820523507608,84.57
Watermelon,Chennai,Wholesale,Average,Monsoon,1.2420277232248729,1.0780623479100282,16.590148848687548,31.28
Watermelon,Kolkata,Wholesale,Premium,Winter,1.9575256258553009,1.4358219663791036,9.012891745321985,28.42
Pineapple,Pune,Mandi,Good,Spring,0.9423576740216653,1.4470549032435858,14.037581134073392,90.32
Banana,Lucknow,Retail,Premium,Monsoon,0.9612541616951451,1.3479903000136721,16.878881056137175,112.12
Papaya,Chennai,Wholesale,Good,Winter,0.8915604999604947,0.797802429032183,13.503274893106326,41.1
Apple,Chennai,Mandi,Good,Monsoon,1.6022828087125665,0.7314895533937029,20.96304814620897,78.73
Papaya,Hyderabad,Retail,Premium,Monsoon,1.098057689859348,0.7689383997175852,12.220740136180815,49.79
Grapes,Delhi,Mandi,Premium,Summer,0.7469778835172085,0.9831710855537792,23.944749504726655,236.45
Pomegranate,Jaipur,Wholesale,Premium,Winter,1.5597284525108377,0.7265382056281511,16.348031638474087,106.46
Pomegranate,Mumbai,Wholesale,Average,Winter,1.0399982141596593,1.2186690561220188,14.402395321329378,146.79
Mango,Delhi,Mandi,Premium,Monsoon,1.4927065260236256,1.4743626741873057,19.105827849995887,137.0
Papaya,Kolkata,Wholesale,Good,Monsoon,0.92030430070838,1.0264343990544575,5.747313202772222,40.47
Grapes,Chennai,Wholesale,Average,Monsoon,0.8136263044173513,0.9673261806777049,18.287173833092886,94.26
Mango,Mumbai,Mandi,Average,Spring,1.6121298362944998,0.8272510724945467,17.314676669642903,53.78
Pomegranate,Jaipur,Retail,Good,Spring,1.0414304499667577,1.2926284503109589,20.81820147140958,243.65
Guava,Hyderabad,Retail,Average,Summer,1.1598656658683215,1.0791318003216173,16.30796970293929,58.01
Watermelon,Ahmedabad,Mandi,Good,Summer,1.3061935554035027,1.214058553810194,24.171870274305903,45.57
Apple,Bangalore,Mandi,Good,Summer,0.8894121060772902,1.2093156207116347,15.76377889217331,231.02
Grapes,Bangalore,Retail,Good,Winter,0.957893643526122,1.2431430157283008,22.787761848464637,206.1
Guava,Pune,Mandi,Average,Summer,1.3315879675503732,0.9622407749136876,9.411361472738854,43.34
Pineapple,Ahmedabad,Wholesale,Average,Winter,0.9428449660574523,1.215780469072716,22.10956680320627,61.61
Orange,Mumbai,Mandi,Average,Spring,0.5834995892064925,1.4886140846598508,21.000369628968343,172.2
Grapes,Kolkata,Mandi,Good,Spring,1.1216009716044946,1.0241983929375766,12.12083421406049,102.53
Orange,Bangalore,Retail,Good,Winter,1.1552233798559584,1.4696467584221105,12.306672270949706,124.62
Papaya,Lucknow,Mandi,Good,Summer,1.659123182749758,1.0254686138582187,12.208633753610085,29.56
Papaya,Pune,Retail,Good,Spring,1.703396537016064,0.8608888542840549,15.628315688648193,34.17
Banana,Ahmedabad,Wholesale,Average,Winter,0.9291500561306005,1.2448299642444542,18.32496540806583,56.17
Guava,Mumbai,Retail,Premium,Winter,1.786843635912737,1.2965930821034566,5.526099872064982,85.84
Papaya,Kolkata,Mandi,Average,Spring,0.5011232138223067,0.9811801692062292,7.277621384607873,68.17
Papaya,Chennai,Wholesale,Good,Winter,1.3490951955940946,1.0976446747373116,15.008708500331544,40.43
Papaya,Delhi,Retail,Average,Summer,1.611729009928488,0.8427000015488724,13.436576051495877,35.92
Grapes,Jaipur,Wholesale,Good,Monsoon,1.464110640008917,1.152167974628154,11.207917205690372,62.44
Banana,Chennai,Wholesale,Average,Monsoon,0.6339792817756434,1.3875946319111825,11.22313433461618,74.55
Pomegranate,Chennai,Retail,Good,Summer,1.274666819886956,1.068078606363935,13.685670364403034,173.0
Pomegranate,Kolkata,Mandi,Good,Spring,1.2940489812466416,1.2178774867645625,10.51164928315517,158.32
Orange,Chennai,Mandi,Good,Summer,0.5894336547171544,0.9270865993153402,8.287168827311023,93.65
Guava,Pune,Retail,Good,Winter,0.7102146078113392,0.8750274968218883,17.879924652789718,100.81
Apple,Mumbai,Retail,Average,Monsoon,1.7021625420042596,1.1201271670223338,9.833256207491628,95.14
Pomegranate,Pune,Wholesale,Premium,Monsoon,1.4444385773962525,0.8708090944968201,17.117336950237767,91.04
Grapes,Chennai,Retail,Premium,Winter,0.5653425063963022,1.1691733391253507,12.861463969296231,315.58
Pomegranate,Lucknow,Wholesale,Premium,Monsoon,1.8130104305543022,1.0238606467965659,10.516806261374283,84.53
Banana,Ahmedabad,Wholesale,Good,Spring,1.6958249991447443,1.0573160554479302,11.479338656610803,31.94
Orange,Delhi,Wholesale,Average,Winter,0.9946296384316482,1.1019838981150443,10.660276061618948,65.62
Apple,Jaipur,Retail,Good,Winter,1.0393397868862437,1.3537321467727552,6.7851093442984585,162.72
Pineapple,Delhi,Wholesale,Good,Spring,1.854075402216799,0.7911564909444099,11.308889321637956,35.23
Papaya,Pune,Retail,Good,Summer,0.5791137948598061,1.2313446574418885,6.133346177554397,98.2
Mango,Jaipur,Mandi,Average,Winter,0.6418939729715514,0.7688031181877831,24.529524781973517,95.94
Banana,Kolkata,Retail,Good,Winter,1.1382335626395368,1.1787003106359797,10.583924669962508,62.74
Papaya,Kolkata,Retail,Good,Monsoon,1.7198252103434761,1.0078917571697354,5.577473013385601,31.57
Apple,Mumbai,Retail,Average,Spring,1.2654608963168386,1.0552133043381446,13.477470121813935,124.57
Orange,Pune,Retail,Premium,Winter,0.6271454903368452,0.9105848040522213,13.83784983933301,140.09
Pineapple,Bangalore,Mandi,Average,Spring,1.325182730550836,0.9718276887042653,19.996354945500116,60.7
Mango,Lucknow,Retail,Premium,Monsoon,0.96743419952531,1.1322936077333583,10.099847928218981,166.03
Orange,Delhi,Mandi,Good,Summer,0.7601455553833365,1.0808341175551521,14.337684432666421,133.53
Grapes,Delhi,Mandi,Average,Monsoon,1.7230243598906458,0.8844280975933739,5.968458928535556,53.46
